plant_v,LDR,PH_value,VOC,Leaf_Temperature,Ambient_temperature,Nitrogen_N,phosphorus_P,potassium_K,Soil_Moisture,Scenario,Class
1.67,Bright,5.7,20 ppm,31.7C,23.8C,42,23,96,11,Normal monitoring,Water Stress
1.7,Dark,5.8,19 ppm,36.5C,29.1C,49,19,92,14,Normal monitoring,Water Stress
1.69,Dim,5.0,19 ppm,33.6C,31.5C,32,13,83,56,Normal monitoring,Nutrient Deficiency
1.62,Bright,5.1,17 ppm,32.2C,30.1C,31,15,86,54,Normal monitoring,Nutrient Deficiency
1.65,Dim,6.5,9 ppm,34.0C,35.4C,80,45,212,55,Normal monitoring,Healthy
1.6,Dim,4.4,62 ppm,25.9C,22.5C,70,29,199,77,Fungal infection,Disease
1.69,Bright,3.7,30 ppm,43.2C,35.1C,71,29,193,71,Bacterial infection,Disease
1.62,Dim,6.1,8 ppm,33.8C,35.1C,89,38,202,62,Normal monitoring,Healthy
1.69,Dim,5.7,19 ppm,35.3C,29.9C,41,27,92,29,Normal monitoring,Water Stress
1.67,Dim,6.0,13 ppm,17.2C,17.8C,78,47,196,68,Normal monitoring,Healthy
1.58,Bright,4.7,13 ppm,34.7C,30.9C,38,13,108,50,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.9,24 ppm,36.1C,30.8C,38,26,102,22,Normal monitoring,Water Stress
1.63,Bright,5.9,24 ppm,26.1C,18.9C,44,28,101,24,Normal monitoring,Water Stress
1.63,Dim,6.0,8 ppm,33.1C,32.0C,75,37,202,67,Normal monitoring,Healthy
1.66,Bright,4.4,45 ppm,37.4C,32.1C,53,38,176,75,Viral infection,Disease
1.68,Dark,5.3,18 ppm,20.6C,19.9C,23,17,112,53,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.7,24 ppm,40.3C,33.8C,43,27,119,18,Normal monitoring,Water Stress
1.64,Dim,6.0,12 ppm,10.2C,9.9C,75,37,217,56,Normal monitoring,Healthy
1.66,Bright,5.9,8 ppm,25.6C,26.5C,78,42,194,55,Normal monitoring,Healthy
1.68,Dim,6.5,5 ppm,30.5C,28.3C,77,47,216,57,Normal monitoring,Healthy
1.66,Bright,5.3,18 ppm,15.6C,12.9C,28,14,88,59,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.8,23 ppm,41.9C,35.6C,49,18,123,27,Normal monitoring,Water Stress
1.65,Dim,6.4,7 ppm,17.3C,15.1C,79,44,217,59,Normal monitoring,Healthy
1.65,Dim,4.2,56 ppm,39.5C,32.6C,57,38,161,74,Viral infection,Disease
1.66,Dark,5.8,23 ppm,26.5C,18.9C,46,22,113,12,Normal monitoring,Water Stress
1.67,Bright,4.3,53 ppm,41.4C,31.9C,76,39,197,69,Pest infection,Disease
1.71,Dim,4.9,13 ppm,32.1C,31.2C,27,14,83,55,Normal monitoring,Nutrient Deficiency
1.68,Bright,6.0,9 ppm,35.2C,33.4C,77,39,194,68,Normal monitoring,Healthy
1.65,Bright,5.5,24 ppm,40.5C,33.6C,38,17,97,23,Normal monitoring,Water Stress
1.61,Dim,4.9,10 ppm,22.6C,20.3C,25,17,111,54,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.1,11 ppm,34.5C,35.5C,85,41,215,69,Normal monitoring,Healthy
1.67,Bright,4.3,36 ppm,25.8C,17.2C,55,33,171,66,Viral infection,Disease
1.64,Bright,6.0,23 ppm,25.0C,19.0C,47,27,112,19,Normal monitoring,Water Stress
1.6,Bright,5.2,19 ppm,15.1C,11.2C,40,19,97,57,Normal monitoring,Nutrient Deficiency
1.62,Bright,6.0,8 ppm,35.0C,35.2C,80,39,219,65,Normal monitoring,Healthy
1.66,Bright,4.0,54 ppm,28.2C,23.9C,72,26,178,71,Bacterial infection,Disease
1.69,Bright,4.2,40 ppm,33.4C,26.3C,63,38,192,84,Fungal infection,Disease
1.66,Bright,5.6,18 ppm,41.5C,35.2C,43,28,95,21,Normal monitoring,Water Stress
1.71,Bright,5.3,18 ppm,20.8C,19.8C,21,13,87,51,Normal monitoring,Nutrient Deficiency
1.62,Bright,3.6,48 ppm,27.4C,18.1C,51,34,176,74,Viral infection,Disease
1.61,Dim,5.3,19 ppm,35.1C,31.1C,20,17,108,50,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.2,16 ppm,32.3C,30.3C,48,11,115,50,Normal monitoring,Nutrient Deficiency
1.64,Dim,5.3,13 ppm,24.4C,20.8C,27,16,81,59,Normal monitoring,Nutrient Deficiency
1.61,Dim,4.1,64 ppm,19.1C,13.0C,62,30,188,70,Fungal infection,Disease
1.64,Bright,6.1,7 ppm,37.4C,37.2C,77,36,190,68,Normal monitoring,Healthy
1.63,Bright,4.1,49 ppm,37.7C,30.8C,72,33,177,75,Fungal infection,Disease
1.65,Dim,3.7,47 ppm,23.5C,16.5C,57,26,143,74,Viral infection,Disease
1.62,Bright,6.3,13 ppm,34.5C,32.5C,77,42,204,59,Normal monitoring,Healthy
1.64,Dim,4.1,63 ppm,38.5C,34.9C,71,28,179,71,Fungal infection,Disease
1.64,Dim,4.5,35 ppm,32.4C,28.7C,76,34,173,81,Fungal infection,Disease
1.66,Bright,4.0,47 ppm,24.2C,16.2C,76,38,162,65,Pest infection,Disease
1.63,Bright,5.7,20 ppm,31.5C,24.4C,43,21,106,27,Normal monitoring,Water Stress
1.65,Dim,4.8,16 ppm,35.5C,32.0C,27,18,111,58,Normal monitoring,Nutrient Deficiency
1.64,Bright,6.2,9 ppm,29.0C,27.7C,80,43,197,67,Normal monitoring,Healthy
1.63,Bright,6.2,14 ppm,22.2C,23.9C,85,36,219,68,Normal monitoring,Healthy
1.68,Bright,5.2,12 ppm,18.7C,17.9C,28,13,87,59,Normal monitoring,Nutrient Deficiency
1.71,Bright,6.4,12 ppm,17.0C,17.2C,77,47,196,60,Normal monitoring,Healthy
1.65,Bright,5.7,24 ppm,34.0C,28.9C,40,25,99,25,Normal monitoring,Water Stress
1.63,Dim,5.7,16 ppm,37.1C,31.9C,42,25,101,11,Normal monitoring,Water Stress
1.66,Bright,5.5,15 ppm,39.4C,36.4C,30,14,107,57,Normal monitoring,Nutrient Deficiency
1.64,Dim,3.9,62 ppm,24.3C,16.4C,70,33,184,77,Fungal infection,Disease
1.64,Bright,5.8,15 ppm,33.0C,27.3C,41,15,99,15,Normal monitoring,Water Stress
1.71,Dim,5.5,17 ppm,14.1C,11.9C,47,14,102,59,Normal monitoring,Nutrient Deficiency
1.67,Dim,5.8,21 ppm,37.7C,31.1C,42,15,105,17,Normal monitoring,Water Stress
1.61,Bright,6.0,10 ppm,29.1C,27.9C,83,45,214,63,Normal monitoring,Healthy
1.62,Dim,4.5,18 ppm,21.3C,17.9C,20,11,110,59,Normal monitoring,Nutrient Deficiency
1.61,Bright,5.1,15 ppm,31.3C,30.4C,20,14,117,60,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.4,55 ppm,19.3C,14.6C,56,31,132,66,Viral infection,Disease
1.67,Bright,4.0,41 ppm,33.7C,29.7C,71,32,174,77,Bacterial infection,Disease
1.69,Bright,3.5,41 ppm,33.6C,29.1C,59,26,165,68,Viral infection,Disease
1.66,Dim,5.9,17 ppm,36.1C,28.3C,36,15,112,16,Normal monitoring,Water Stress
1.66,Bright,5.6,16 ppm,26.9C,20.6C,37,15,129,25,Normal monitoring,Water Stress
1.63,Dark,6.5,6 ppm,28.1C,27.3C,83,38,217,55,Normal monitoring,Healthy
1.65,Bright,5.8,21 ppm,25.6C,18.9C,42,17,114,14,Normal monitoring,Water Stress
1.64,Bright,6.1,13 ppm,21.6C,21.4C,77,38,216,59,Normal monitoring,Healthy
1.63,Bright,6.5,6 ppm,19.7C,21.1C,88,46,215,63,Normal monitoring,Healthy
1.65,Bright,6.3,11 ppm,19.7C,16.8C,76,46,202,69,Normal monitoring,Healthy
1.65,Dark,5.5,15 ppm,40.5C,34.4C,43,29,97,23,Normal monitoring,Water Stress
1.69,Bright,4.5,39 ppm,23.3C,19.4C,62,25,162,74,Fungal infection,Disease
1.65,Bright,6.4,9 ppm,19.6C,17.2C,79,40,200,61,Normal monitoring,Healthy
1.69,Dim,6.5,9 ppm,29.9C,28.3C,85,37,190,57,Normal monitoring,Healthy
1.64,Bright,6.4,5 ppm,23.5C,25.4C,80,40,207,69,Normal monitoring,Healthy
1.64,Dim,4.9,18 ppm,25.6C,21.6C,25,10,107,55,Normal monitoring,Nutrient Deficiency
1.62,Dim,6.1,11 ppm,33.7C,32.1C,87,40,204,55,Normal monitoring,Healthy
1.64,Bright,6.1,11 ppm,14.8C,13.6C,81,45,211,67,Normal monitoring,Healthy
1.65,Bright,5.9,22 ppm,25.9C,20.3C,40,22,94,27,Normal monitoring,Water Stress
1.66,Bright,6.2,5 ppm,28.6C,30.3C,83,42,197,65,Normal monitoring,Healthy
1.7,Dark,6.0,22 ppm,38.5C,32.8C,46,20,98,18,Normal monitoring,Water Stress
1.65,Dim,5.1,19 ppm,38.5C,36.4C,23,10,95,62,Normal monitoring,Nutrient Deficiency
1.64,Dim,5.5,23 ppm,30.0C,23.2C,37,28,90,13,Normal monitoring,Water Stress
1.7,Bright,4.5,34 ppm,44.0C,35.2C,71,25,191,77,Pest infection,Disease
1.68,Dim,5.5,15 ppm,28.5C,21.4C,35,27,126,29,Normal monitoring,Water Stress
1.69,Bright,4.5,12 ppm,19.0C,18.0C,32,13,96,52,Normal monitoring,Nutrient Deficiency
1.61,Bright,5.1,12 ppm,33.6C,31.8C,20,15,100,54,Normal monitoring,Nutrient Deficiency
1.67,Bright,4.6,18 ppm,16.4C,14.8C,35,18,81,60,Normal monitoring,Nutrient Deficiency
1.66,Bright,6.0,13 ppm,37.1C,36.0C,80,37,195,65,Normal monitoring,Healthy
1.64,Bright,4.1,42 ppm,26.2C,21.2C,63,25,188,68,Pest infection,Disease
1.65,Bright,5.2,16 ppm,33.9C,32.2C,23,16,91,61,Normal monitoring,Nutrient Deficiency
1.65,Bright,4.1,32 ppm,32.7C,26.6C,76,34,152,70,Pest infection,Disease
1.61,Bright,4.0,37 ppm,38.9C,32.9C,65,26,198,81,Fungal infection,Disease
1.62,Dim,5.8,21 ppm,42.8C,37.5C,39,22,90,26,Normal monitoring,Water Stress
1.63,Bright,5.5,11 ppm,17.3C,15.0C,22,12,111,56,Normal monitoring,Nutrient Deficiency
1.64,Bright,6.3,7 ppm,34.0C,32.8C,76,39,211,58,Normal monitoring,Healthy
1.64,Dark,6.5,12 ppm,21.9C,21.4C,84,38,198,60,Normal monitoring,Healthy
1.68,Bright,4.4,44 ppm,40.8C,33.2C,61,32,186,74,Pest infection,Disease
1.7,Bright,6.3,6 ppm,19.9C,17.4C,85,38,217,62,Normal monitoring,Healthy
1.66,Bright,3.6,39 ppm,21.3C,13.2C,69,36,167,78,Pest infection,Disease
1.65,Bright,3.5,52 ppm,33.5C,24.9C,66,29,168,71,Bacterial infection,Disease
1.64,Bright,5.0,10 ppm,40.0C,36.4C,28,15,80,51,Normal monitoring,Nutrient Deficiency
1.67,Dim,5.9,22 ppm,32.5C,27.0C,44,17,100,11,Normal monitoring,Water Stress
1.64,Bright,3.5,40 ppm,35.9C,31.9C,71,31,189,79,Fungal infection,Disease
1.59,Bright,5.9,20 ppm,30.2C,23.9C,43,18,120,13,Normal monitoring,Water Stress
1.64,Bright,5.7,16 ppm,24.7C,17.9C,47,18,99,12,Normal monitoring,Water Stress
1.66,Bright,5.9,15 ppm,36.8C,30.8C,42,27,107,23,Normal monitoring,Water Stress
1.6,Dim,6.4,13 ppm,27.0C,27.4C,82,48,207,60,Normal monitoring,Healthy
1.64,Bright,4.6,16 ppm,34.1C,32.8C,33,11,97,59,Normal monitoring,Nutrient Deficiency
1.68,Bright,6.0,24 ppm,25.5C,17.9C,46,23,102,28,Normal monitoring,Water Stress
1.66,Bright,5.7,17 ppm,35.6C,28.0C,42,23,96,25,Normal monitoring,Water Stress
1.73,Bright,5.8,9 ppm,34.1C,35.9C,77,43,217,68,Normal monitoring,Healthy
1.71,Dim,6.0,10 ppm,29.8C,29.4C,79,43,198,55,Normal monitoring,Healthy
1.69,Bright,3.9,48 ppm,24.2C,19.1C,60,26,172,73,Viral infection,Disease
1.66,Bright,4.1,64 ppm,35.9C,26.5C,67,25,196,79,Fungal infection,Disease
1.65,Bright,6.2,5 ppm,30.1C,31.1C,85,36,210,68,Normal monitoring,Healthy
1.63,Bright,6.0,7 ppm,37.2C,36.5C,88,35,213,57,Normal monitoring,Healthy
1.67,Dim,5.6,19 ppm,22.2C,16.8C,35,26,125,20,Normal monitoring,Water Stress
1.66,Bright,6.0,14 ppm,31.0C,30.5C,82,47,215,64,Normal monitoring,Healthy
1.61,Bright,5.6,24 ppm,39.8C,33.6C,46,25,102,17,Normal monitoring,Water Stress
1.65,Dim,6.2,6 ppm,17.8C,18.5C,88,46,192,65,Normal monitoring,Healthy
1.66,Bright,5.1,17 ppm,33.2C,31.7C,27,19,90,50,Normal monitoring,Nutrient Deficiency
1.6,Dim,4.4,38 ppm,28.4C,23.6C,65,34,141,77,Viral infection,Disease
1.66,Bright,5.7,22 ppm,44.0C,36.1C,41,16,118,27,Normal monitoring,Water Stress
1.65,Dim,4.0,37 ppm,37.8C,33.6C,71,31,191,69,Pest infection,Disease
1.66,Bright,6.0,13 ppm,32.1C,31.5C,88,38,214,69,Normal monitoring,Healthy
1.62,Dim,6.1,11 ppm,26.7C,24.4C,87,48,209,69,Normal monitoring,Healthy
1.59,Bright,4.1,52 ppm,41.7C,37.2C,61,27,183,70,Pest infection,Disease
1.67,Bright,5.1,11 ppm,19.9C,17.9C,31,15,101,63,Normal monitoring,Nutrient Deficiency
1.65,Dim,3.7,34 ppm,29.4C,23.5C,79,37,155,77,Bacterial infection,Disease
1.65,Bright,6.0,10 ppm,13.4C,13.4C,83,38,195,63,Normal monitoring,Healthy
1.66,Bright,5.9,18 ppm,36.5C,29.8C,41,26,104,11,Normal monitoring,Water Stress
1.63,Bright,5.9,6 ppm,30.0C,28.7C,84,46,195,69,Normal monitoring,Healthy
1.65,Bright,6.1,11 ppm,32.6C,31.2C,88,48,209,66,Normal monitoring,Healthy
1.64,Bright,3.9,36 ppm,42.4C,34.0C,67,25,161,72,Fungal infection,Disease
1.58,Dim,4.8,19 ppm,32.0C,29.4C,44,18,86,64,Normal monitoring,Nutrient Deficiency
1.7,Bright,4.7,15 ppm,29.0C,26.6C,48,13,81,54,Normal monitoring,Nutrient Deficiency
1.68,Dim,5.7,19 ppm,37.3C,30.9C,48,28,95,14,Normal monitoring,Water Stress
1.64,Bright,5.7,24 ppm,33.6C,28.5C,36,28,107,14,Normal monitoring,Water Stress
1.63,Bright,5.8,6 ppm,34.6C,33.7C,76,46,214,64,Normal monitoring,Healthy
1.66,Dark,4.5,17 ppm,38.1C,34.5C,46,17,95,57,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.8,20 ppm,35.4C,27.7C,38,17,97,11,Normal monitoring,Water Stress
1.6,Bright,5.1,12 ppm,30.7C,30.1C,44,10,83,52,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.2,18 ppm,17.0C,14.3C,33,11,118,51,Normal monitoring,Nutrient Deficiency
1.63,Bright,4.2,41 ppm,26.3C,18.9C,67,29,179,79,Fungal infection,Disease
1.71,Bright,6.2,6 ppm,23.3C,23.7C,88,42,191,68,Normal monitoring,Healthy
1.64,Dim,6.2,9 ppm,20.0C,17.4C,82,37,195,57,Normal monitoring,Healthy
1.67,Bright,5.9,23 ppm,26.5C,20.5C,38,24,113,19,Normal monitoring,Water Stress
1.62,Bright,6.0,15 ppm,40.9C,35.5C,47,19,112,25,Normal monitoring,Water Stress
1.63,Bright,4.4,45 ppm,37.1C,30.6C,73,29,183,81,Fungal infection,Disease
1.69,Bright,5.7,21 ppm,33.6C,28.1C,44,25,116,12,Normal monitoring,Water Stress
1.68,Bright,4.4,35 ppm,30.4C,20.4C,63,27,181,73,Fungal infection,Disease
1.67,Dim,6.2,12 ppm,21.8C,23.6C,79,37,211,60,Normal monitoring,Healthy
1.64,Dim,6.1,11 ppm,17.7C,19.3C,87,38,206,61,Normal monitoring,Healthy
1.69,Dim,5.3,17 ppm,37.2C,34.9C,24,11,118,62,Normal monitoring,Nutrient Deficiency
1.62,Dim,6.1,13 ppm,14.8C,14.5C,80,36,195,57,Normal monitoring,Healthy
1.64,Dim,5.9,9 ppm,38.5C,38.9C,88,38,207,64,Normal monitoring,Healthy
1.7,Dim,6.1,5 ppm,26.3C,23.9C,80,40,190,68,Normal monitoring,Healthy
1.66,Dim,6.0,9 ppm,12.9C,13.9C,86,43,193,59,Normal monitoring,Healthy
1.64,Bright,4.9,13 ppm,14.3C,12.4C,48,11,94,55,Normal monitoring,Nutrient Deficiency
1.69,Dim,5.3,16 ppm,36.3C,32.4C,22,17,103,56,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.6,20 ppm,42.4C,36.8C,43,26,101,11,Normal monitoring,Water Stress
1.59,Dark,4.3,31 ppm,40.9C,32.9C,64,29,174,67,Viral infection,Disease
1.65,Dim,5.6,23 ppm,27.2C,20.7C,38,23,119,19,Normal monitoring,Water Stress
1.62,Dim,3.6,34 ppm,44.8C,35.8C,61,36,147,67,Viral infection,Disease
1.65,Bright,4.1,35 ppm,23.8C,15.3C,59,35,167,65,Viral infection,Disease
1.62,Dark,4.5,19 ppm,15.9C,12.3C,24,18,82,56,Normal monitoring,Nutrient Deficiency
1.62,Dim,3.9,51 ppm,40.4C,34.9C,72,39,177,75,Pest infection,Disease
1.62,Bright,5.8,10 ppm,25.6C,24.5C,89,48,209,56,Normal monitoring,Healthy
1.63,Dim,5.6,20 ppm,25.4C,18.3C,49,21,99,11,Normal monitoring,Water Stress
1.6,Dim,5.6,18 ppm,41.4C,34.8C,41,26,95,25,Normal monitoring,Water Stress
1.66,Bright,4.9,18 ppm,27.3C,26.3C,29,14,98,61,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.0,6 ppm,12.3C,14.0C,81,37,192,64,Normal monitoring,Healthy
1.68,Bright,6.1,13 ppm,30.8C,29.7C,84,47,199,66,Normal monitoring,Healthy
1.63,Dark,3.8,35 ppm,19.4C,14.9C,67,31,160,69,Pest infection,Disease
1.63,Dim,6.1,9 ppm,14.7C,16.3C,79,46,205,65,Normal monitoring,Healthy
1.6,Bright,4.9,10 ppm,19.6C,16.5C,23,12,104,61,Normal monitoring,Nutrient Deficiency
1.67,Dim,5.9,21 ppm,36.6C,31.5C,47,21,113,11,Normal monitoring,Water Stress
1.64,Bright,4.7,16 ppm,35.4C,31.5C,20,19,119,57,Normal monitoring,Nutrient Deficiency
1.64,Bright,3.9,51 ppm,19.0C,13.4C,74,38,154,77,Bacterial infection,Disease
1.67,Bright,4.6,17 ppm,33.1C,31.7C,38,18,93,62,Normal monitoring,Nutrient Deficiency
1.61,Dim,4.2,36 ppm,32.1C,26.5C,65,30,177,79,Viral infection,Disease
1.68,Bright,5.1,12 ppm,38.3C,35.0C,30,12,104,55,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.8,15 ppm,42.8C,35.7C,48,25,95,15,Normal monitoring,Water Stress
1.59,Bright,3.5,45 ppm,41.7C,36.7C,61,27,177,67,Bacterial infection,Disease
1.62,Dark,5.8,6 ppm,25.3C,25.0C,86,47,190,64,Normal monitoring,Healthy
1.69,Dark,5.6,21 ppm,32.5C,25.7C,45,21,93,29,Normal monitoring,Water Stress
1.64,Bright,5.8,11 ppm,21.4C,22.2C,78,36,198,64,Normal monitoring,Healthy
1.69,Dim,4.1,30 ppm,40.4C,32.2C,76,39,166,75,Pest infection,Disease
1.66,Dim,4.0,57 ppm,31.5C,26.1C,66,28,165,78,Viral infection,Disease
1.65,Bright,4.8,19 ppm,28.9C,26.0C,24,17,110,52,Normal monitoring,Nutrient Deficiency
1.66,Dim,6.3,9 ppm,18.6C,19.7C,81,44,207,68,Normal monitoring,Healthy
1.68,Bright,5.7,17 ppm,38.9C,33.6C,44,28,115,22,Normal monitoring,Water Stress
1.67,Bright,6.4,12 ppm,13.8C,14.6C,86,42,191,61,Normal monitoring,Healthy
1.63,Dark,6.3,11 ppm,37.4C,38.6C,80,41,214,64,Normal monitoring,Healthy
1.66,Dim,4.0,38 ppm,33.7C,30.3C,74,28,199,75,Bacterial infection,Disease
1.67,Bright,6.5,11 ppm,28.4C,26.8C,88,41,206,55,Normal monitoring,Healthy
1.62,Bright,4.9,16 ppm,28.5C,25.6C,38,18,98,58,Normal monitoring,Nutrient Deficiency
1.68,Bright,6.1,7 ppm,41.7C,39.2C,82,42,206,66,Normal monitoring,Healthy
1.62,Bright,5.9,16 ppm,41.1C,34.2C,42,29,126,11,Normal monitoring,Water Stress
1.64,Bright,5.9,15 ppm,38.4C,33.4C,46,25,129,25,Normal monitoring,Water Stress
1.65,Dim,4.7,15 ppm,31.1C,29.2C,34,19,108,63,Normal monitoring,Nutrient Deficiency
1.6,Bright,3.3,36 ppm,24.6C,16.5C,64,29,163,70,Bacterial infection,Disease
1.65,Bright,6.3,12 ppm,16.9C,17.7C,81,42,202,64,Normal monitoring,Healthy
1.68,Bright,6.4,6 ppm,37.3C,37.5C,78,35,196,68,Normal monitoring,Healthy
1.63,Bright,5.6,18 ppm,42.4C,36.9C,38,27,104,19,Normal monitoring,Water Stress
1.69,Bright,4.9,12 ppm,32.7C,32.6C,47,17,97,58,Normal monitoring,Nutrient Deficiency
1.68,Dim,6.5,12 ppm,33.8C,31.8C,83,41,198,56,Normal monitoring,Healthy
1.65,Dim,3.8,63 ppm,27.7C,23.0C,74,31,156,71,Fungal infection,Disease
1.62,Bright,4.9,14 ppm,32.4C,32.3C,20,11,88,61,Normal monitoring,Nutrient Deficiency
1.62,Bright,6.0,8 ppm,22.2C,21.2C,85,47,204,60,Normal monitoring,Healthy
1.63,Bright,5.2,15 ppm,24.2C,21.8C,20,10,103,51,Normal monitoring,Nutrient Deficiency
1.64,Dark,4.6,16 ppm,34.9C,31.4C,26,15,101,64,Normal monitoring,Nutrient Deficiency
1.61,Dim,5.5,23 ppm,20.5C,15.2C,42,26,93,24,Normal monitoring,Water Stress
1.61,Bright,5.0,12 ppm,34.1C,33.4C,30,14,99,56,Normal monitoring,Nutrient Deficiency
1.68,Dim,5.5,16 ppm,35.8C,32.3C,20,18,118,51,Normal monitoring,Nutrient Deficiency
1.68,Bright,5.0,13 ppm,16.1C,15.5C,39,10,111,61,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.2,10 ppm,16.2C,15.4C,88,38,206,67,Normal monitoring,Healthy
1.62,Bright,5.6,16 ppm,37.1C,30.2C,41,20,92,12,Normal monitoring,Water Stress
1.7,Bright,3.6,56 ppm,36.6C,31.1C,68,31,184,75,Bacterial infection,Disease
1.63,Bright,3.6,62 ppm,20.8C,16.8C,73,26,170,73,Fungal infection,Disease
1.67,Bright,5.6,15 ppm,37.3C,29.5C,36,21,118,19,Normal monitoring,Water Stress
1.63,Dim,6.5,13 ppm,20.5C,20.4C,75,36,209,55,Normal monitoring,Healthy
1.67,Dim,6.1,6 ppm,28.5C,30.0C,78,40,214,68,Normal monitoring,Healthy
1.66,Dim,4.3,37 ppm,37.4C,28.5C,72,37,152,82,Fungal infection,Disease
1.68,Dim,5.1,19 ppm,32.3C,32.1C,35,16,88,64,Normal monitoring,Nutrient Deficiency
1.63,Bright,4.1,45 ppm,37.0C,30.4C,75,25,150,71,Bacterial infection,Disease
1.64,Bright,3.6,32 ppm,24.2C,20.6C,76,37,156,65,Pest infection,Disease
1.68,Bright,5.9,18 ppm,39.7C,34.3C,38,17,116,11,Normal monitoring,Water Stress
1.73,Bright,3.6,53 ppm,18.1C,11.3C,75,33,183,78,Bacterial infection,Disease
1.6,Bright,4.0,36 ppm,41.8C,37.3C,66,29,164,77,Fungal infection,Disease
1.6,Bright,4.6,15 ppm,37.9C,35.2C,22,11,106,52,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.8,14 ppm,21.1C,19.5C,34,12,118,53,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.8,14 ppm,35.5C,33.6C,21,17,118,51,Normal monitoring,Nutrient Deficiency
1.65,Dim,4.8,13 ppm,23.6C,19.8C,29,17,89,62,Normal monitoring,Nutrient Deficiency
1.62,Bright,5.7,20 ppm,41.7C,33.8C,36,16,98,12,Normal monitoring,Water Stress
1.65,Bright,6.2,11 ppm,17.5C,15.0C,78,40,201,56,Normal monitoring,Healthy
1.66,Bright,6.0,19 ppm,26.9C,21.7C,42,15,90,21,Normal monitoring,Water Stress
1.69,Bright,4.1,50 ppm,30.1C,25.0C,65,30,175,78,Pest infection,Disease
1.68,Bright,6.3,6 ppm,32.4C,32.1C,82,36,216,61,Normal monitoring,Healthy
1.71,Bright,3.4,44 ppm,34.9C,26.7C,65,30,157,69,Bacterial infection,Disease
1.63,Bright,5.8,13 ppm,16.4C,16.9C,87,38,197,55,Normal monitoring,Healthy
1.65,Bright,4.9,14 ppm,27.5C,26.7C,31,16,108,51,Normal monitoring,Nutrient Deficiency
1.63,Dark,4.6,19 ppm,32.0C,28.1C,35,11,115,51,Normal monitoring,Nutrient Deficiency
1.64,Bright,3.8,52 ppm,21.6C,15.4C,68,30,161,78,Pest infection,Disease
1.68,Bright,6.1,8 ppm,31.4C,31.8C,81,48,199,61,Normal monitoring,Healthy
1.66,Bright,6.5,13 ppm,24.9C,23.4C,88,47,218,63,Normal monitoring,Healthy
1.62,Dark,4.7,16 ppm,38.0C,34.8C,31,19,93,53,Normal monitoring,Nutrient Deficiency
1.65,Bright,4.8,15 ppm,26.5C,25.8C,20,10,81,50,Normal monitoring,Nutrient Deficiency
1.68,Dim,5.6,15 ppm,31.7C,26.4C,49,15,96,10,Normal monitoring,Water Stress
1.65,Dim,5.7,21 ppm,18.6C,12.3C,49,15,115,26,Normal monitoring,Water Stress
1.62,Bright,5.7,22 ppm,22.9C,17.0C,43,24,124,15,Normal monitoring,Water Stress
1.66,Bright,5.6,18 ppm,36.7C,29.5C,35,15,113,13,Normal monitoring,Water Stress
1.61,Bright,4.8,10 ppm,16.1C,15.4C,21,13,114,56,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.9,6 ppm,26.2C,24.9C,81,43,197,66,Normal monitoring,Healthy
1.61,Bright,6.1,14 ppm,37.4C,38.4C,75,41,205,68,Normal monitoring,Healthy
1.68,Bright,6.0,18 ppm,38.6C,30.7C,46,28,113,18,Normal monitoring,Water Stress
1.63,Dim,5.9,15 ppm,34.0C,29.0C,35,19,128,19,Normal monitoring,Water Stress
1.63,Bright,5.1,12 ppm,37.9C,37.0C,40,10,93,58,Normal monitoring,Nutrient Deficiency
1.63,Dark,5.5,23 ppm,24.3C,18.8C,35,18,92,29,Normal monitoring,Water Stress
1.66,Dim,5.0,18 ppm,21.5C,19.5C,28,19,116,55,Normal monitoring,Nutrient Deficiency
1.65,Bright,3.6,57 ppm,36.7C,30.3C,74,28,183,80,Fungal infection,Disease
1.61,Bright,4.4,43 ppm,36.6C,30.0C,78,32,165,73,Pest infection,Disease
1.62,Dark,5.7,17 ppm,29.0C,23.7C,43,16,123,12,Normal monitoring,Water Stress
1.68,Dark,5.3,15 ppm,32.5C,31.9C,29,16,81,60,Normal monitoring,Nutrient Deficiency
1.6,Dim,6.5,5 ppm,37.8C,36.5C,77,46,216,58,Normal monitoring,Healthy
1.63,Bright,6.0,8 ppm,25.0C,23.3C,87,43,193,55,Normal monitoring,Healthy
1.6,Dim,5.2,16 ppm,23.5C,20.2C,39,10,97,64,Normal monitoring,Nutrient Deficiency
1.71,Dark,4.3,51 ppm,25.4C,17.3C,60,38,170,79,Fungal infection,Disease
1.65,Dim,4.3,43 ppm,40.4C,35.0C,57,32,146,76,Viral infection,Disease
